id,inventoryState,lastConnection,groupName
ISKIE070724,installed,1725891749,Panchet Domestic
ISKIE070725,installed,1725898506,Panchet Domestic
ISKIE070726,installed,1725891750,Panchet Domestic
ISKIE070804,installed,1725898553,Panchet Domestic
ISKIE070806,installed,1725898557,Panchet Domestic
ISKIE070700,installed,1722927552,Panchet Domestic
ISKIE070698,installed,1725894242,Panchet Domestic
ISKIE070686,installed,1725894904,Panchet Domestic
ISKIE070852,installed,1725894907,Panchet Domestic
ISKIE070848,installed,1725898583,Panchet Domestic
ISKIE070850,installed,1725898789,Panchet Domestic
ISKIE070684,installed,1725898837,Panchet Domestic
ISKIE070849,installed,1725898841,Panchet Domestic
ISKIE070851,installed,1725888267,Panchet Domestic
ISKIE070765,installed,1725898892,Panchet Domestic
ISKIE070760,installed,1725898895,Panchet Domestic
ISKIE070758,installed,1725898909,Panchet Domestic
ISKIE070766,installed,1725898913,Panchet Domestic
ISKIE070767,installed,1725898980,Panchet Domestic
ISKIE070755,installed,1725899069,Panchet Domestic
ISKIE070757,installed,1725488633,Panchet Domestic
ISKIE070808,installed,1725747863,Panchet Domestic
ISKIE070809,installed,1725899135,Panchet Domestic
ISKIE070732,installed,1725899148,Panchet Domestic
ISKIE070751,installed,1725899152,Panchet Domestic
ISKIE070750,installed,1725899165,Panchet Domestic
ISKIE070807,installed,1725899169,Panchet Domestic
ISKIE076994,installed,1725899193,Panchet Domestic
ISKIE070768,uninstalled,1699124534,Panchet Domestic
ISKIE070688,installed,1725899240,Panchet Domestic
ISKIE070770,installed,,Panchet Domestic
ISKIE070769,installed,,Panchet Domestic
ISKIE070803,installed,1725899258,Panchet Domestic
ISKIE070762,installed,1725899261,Panchet Domestic
ISKIE070753,installed,,Panchet Domestic
ISKIE070754,installed,,Panchet Domestic
ISKIE070739,installed,,Panchet Domestic
ISKIE070877,installed,1725899326,Panchet Domestic
ISKIE070874,installed,1725899329,Panchet Domestic
ISKIE070717,installed,1725899343,Panchet Domestic
ISKIE070799,installed,1706567673,Panchet Domestic
ISKIE070714,installed,1725899344,Panchet Domestic
ISKIE070715,installed,1725856146,Panchet Domestic
ISKIE070798,installed,1725888366,Panchet Domestic
ISKIE070801,installed,1725899345,Panchet Domestic
ISKIE070792,installed,1725885286,Panchet Domestic
ISKIE076970,installed,1725885328,Panchet Commercial
ISKIE076913,installed,1725888408,Panchet Commercial
ISKIE070787,installed,1725888412,Panchet Domestic
ISKIE070878,installed,1725888447,Panchet Domestic
ISKIE070718,installed,1725888451,Panchet Domestic
ISKIE070836,installed,1725888491,Panchet Domestic
ISKIE070837,installed,1725058692,Panchet Domestic
ISKIE070835,installed,1725888499,Panchet Domestic
ISKIE070834,installed,1725888534,Panchet Domestic
ISKIE070833,installed,1725888575,Panchet Domestic
ISKIE070863,installed,1725888578,Panchet Domestic
ISKIE070784,installed,1725888582,Panchet Domestic
ISKIE070814,installed,1725888630,Panchet Domestic
ISKIE070774,installed,1725888634,Panchet Domestic
ISKIE070879,installed,1725888647,Panchet Domestic
ISKIE070773,installed,1725888650,Panchet Domestic
ISKIE070742,installed,1725874273,Panchet Domestic
ISKIE070740,installed,,Panchet Domestic
ISKIE070431,installed,1701672240,Panchet Domestic
ISKIE070432,installed,1725888724,Panchet Domestic
ISKIE070429,installed,1725888793,Panchet Domestic
ISKIE070868,installed,,Panchet Domestic
ISKIE070872,installed,,Panchet Domestic
ISKIE070428,installed,1725888849,Panchet Domestic
ISKIE070871,installed,,Panchet Domestic
ISKIE070786,installed,1725888867,Panchet Domestic
ISKIE070785,installed,,Panchet Domestic
ISKIE070776,installed,1701672242,Panchet Domestic
ISKIE070775,installed,1725885425,Panchet Domestic
ISKIE070865,installed,1725885429,Panchet Domestic
ISKIE070430,installed,1725885473,Panchet Domestic
ISKIE070870,installed,,Panchet Domestic
ISKIE076984,installed,1725885487,Panchet Domestic
ISKIE070817,installed,1725885490,Panchet Domestic
ISKIE070813,installed,1725885490,Panchet Domestic
ISKIE070777,installed,1710362192,Panchet Domestic
ISKIE070864,installed,1699988760,Panchet Domestic
ISKIE070709,installed,1725888940,Panchet Domestic
ISKIE070712,installed,1725888954,Panchet Domestic
ISKIE070855,installed,,Panchet Domestic
