groupName,device,isDataAvailable,measuredAt
Panchet Domestic,ISKIE070852,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070848,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070850,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070684,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070849,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070851,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070765,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070760,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070758,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070766,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070767,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070755,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070757,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070808,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070809,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070732,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070751,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070750,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070807,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE076994,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070768,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070688,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070770,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070769,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070803,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070762,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070753,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070754,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070739,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070877,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070874,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070717,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070799,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070714,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070715,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070798,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070801,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070792,False,2024-09-30T18:31:00Z
Panchet Commercial,ISKIE076970,False,2024-09-30T18:31:00Z
Panchet Commercial,ISKIE076913,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070787,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070878,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070718,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070836,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070837,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070835,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070834,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070833,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070863,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070784,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070814,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070774,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070879,False,2024-09-30T18:31:00Z
Panchet Domestic,ISKIE070773,False,2024-09-30T18:31:00Z
