registerId,value,unit,measuredAt,device,profile,groupName
1-0:1.8.0*255,1967.5,kWh,,ISKIE080459,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,781.752,kWh,,ISKIE080460,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,840.011,kWh,,ISKIE080462,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,5298.049,kWh,,ISKIE080102,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,14.874,kWh,,ISKIE080015,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,7796.355,kWh,,ISKIE080057,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,1649.601,kWh,,ISKIE080181,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,115.853,kWh,,ISKIE080180,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,4064.855,kWh,,ISKIE080178,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,2995.479,kWh,,ISKIE079992,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,2846.002,kWh,,ISKIE080071,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,7248.49,kWh,,ISKIE080150,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,3821.554,kWh,,ISKIE080002,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,3360.342,kWh,,ISKIE079678,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,1346.063,kWh,,ISKIE079744,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,2142.259,kWh,,ISKIE079868,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,4173.575,kWh,,ISKIE079978,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,7867.554,kWh,,ISKIE079767,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,7430.931,kWh,,ISKIE079721,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,2780.485,kWh,,ISKIE079928,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,4201.49,kWh,,ISKIE080642,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,1279.343,kWh,,ISKIE080641,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,6143.567,kWh,,ISKIE079690,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,5005.247,kWh,,ISKIE080485,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,1598.479,kWh,,ISKIE079955,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,617.953,kWh,,ISKIE079683,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,6192.427,kWh,,ISKIE080474,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,0.0,kWh,,ISKIE080006,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,157.691,kWh,,ISKIE079905,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,4677.105,kWh,,ISKIE080003,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,691.099,kWh,,ISKIE080004,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,242.671,kWh,,ISKIE080005,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,941.601,kWh,,ISKIE080320,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,530.451,kWh,,ISKIE080415,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,5854.063,kWh,,ISKIE080247,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,767.407,kWh,,ISKIE079847,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,5319.292,kWh,,ISKIE079859,1-0:98.1.0*255,Bokaro TPS Domestic
1-0:1.8.0*255,2251.049,kWh,,ISKIE076796,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,0.0,kWh,,ISKIE076627,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1776.173,kWh,,ISKIE076617,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1405.153,kWh,,ISKIE076359,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2378.149,kWh,,ISKIE076597,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3430.739,kWh,,ISKIE076355,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2730.852,kWh,,ISKIE076596,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,328.751,kWh,,ISKIE069012,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1387.339,kWh,,ISKIE069080,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2140.331,kWh,,ISKIE076595,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1441.254,kWh,,ISKIE069010,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,574.357,kWh,,ISKIE076594,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,911.082,kWh,,ISKIE069011,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,737.943,kWh,,ISKIE069078,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5985.973,kWh,,ISKIE069008,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2495.693,kWh,,ISKIE076499,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,97.694,kWh,,ISKIE069174,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1485.806,kWh,,ISKIE076498,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3592.79,kWh,,ISKIE076385,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,983.157,kWh,,ISKIE069126,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1541.846,kWh,,ISKIE076502,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5302.275,kWh,,ISKIE076613,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1135.736,kWh,,ISKIE076501,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,212.777,kWh,,ISKIE069201,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5007.053,kWh,,ISKIE076376,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1129.341,kWh,,ISKIE069181,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3466.577,kWh,,ISKIE069125,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,924.53,kWh,,ISKIE069180,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,850.152,kWh,,ISKIE069178,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2719.845,kWh,,ISKIE076374,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2187.503,kWh,,ISKIE069177,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,0.0,kWh,,ISKIE068985,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3752.669,kWh,,ISKIE069165,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5333.34,kWh,,ISKIE076865,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,0.0,kWh,,ISKIE069028,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3897.689,kWh,,ISKIE076358,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1357.037,kWh,,ISKIE076599,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5383.378,kWh,,ISKIE069173,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1646.208,kWh,,ISKIE076626,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2899.832,kWh,,ISKIE069175,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4029.407,kWh,,ISKIE076794,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1573.472,kWh,,ISKIE069032,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1838.923,kWh,,ISKIE076624,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1222.842,kWh,,ISKIE069031,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1298.158,kWh,,ISKIE069163,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4009.375,kWh,,ISKIE069167,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,469.978,kWh,,ISKIE076793,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4682.607,kWh,,ISKIE076797,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2284.641,kWh,,ISKIE076795,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3847.495,kWh,,ISKIE076362,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1242.255,kWh,,ISKIE076361,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4312.43,kWh,,ISKIE076360,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1976.325,kWh,,ISKIE069122,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3039.877,kWh,,ISKIE069216,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3964.864,kWh,,ISKIE069020,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4289.994,kWh,,ISKIE069213,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4.777,kWh,,ISKIE069018,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,0.222,kWh,,ISKIE069217,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1506.651,kWh,,ISKIE069168,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4306.12,kWh,,ISKIE069214,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7347.676,kWh,,ISKIE069024,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1588.947,kWh,,ISKIE069001,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6128.454,kWh,,ISKIE069027,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6170.305,kWh,,ISKIE069082,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1753.348,kWh,,ISKIE069023,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3940.137,kWh,,ISKIE069021,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,867.323,kWh,,ISKIE069215,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2807.65,kWh,,ISKIE069172,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1515.56,kWh,,ISKIE069026,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3163.976,kWh,,ISKIE069103,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3421.899,kWh,,ISKIE069025,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4761.151,kWh,,ISKIE069002,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,0.446,kWh,,ISKIE069000,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2908.685,kWh,,ISKIE069058,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2081.345,kWh,,ISKIE069223,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,9554.759,kWh,,ISKIE076836,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8303.996,kWh,,ISKIE076689,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2364.73,kWh,,ISKIE069110,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,10015.298,kWh,,ISKIE076455,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8350.869,kWh,,ISKIE076345,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5796.691,kWh,,ISKIE076436,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7575.066,kWh,,ISKIE076395,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3545.181,kWh,,ISKIE076663,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4325.597,kWh,,ISKIE076870,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,337.6,kWh,,ISKIE069118,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,303.988,kWh,,ISKIE068993,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3646.227,kWh,,ISKIE076695,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,0.0,kWh,,ISKIE076558,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8692.959,kWh,,ISKIE076454,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7192.732,kWh,,ISKIE076557,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3126.868,kWh,,ISKIE076669,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2988.635,kWh,,ISKIE076379,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3608.876,kWh,,ISKIE076881,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7413.209,kWh,,ISKIE076824,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3956.672,kWh,,ISKIE076638,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6138.814,kWh,,ISKIE076419,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,520.973,kWh,,ISKIE069208,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6110.897,kWh,,ISKIE069160,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,9049.037,kWh,,ISKIE076696,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6783.177,kWh,,ISKIE076781,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7043.817,kWh,,ISKIE076581,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5469.163,kWh,,ISKIE076756,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,13253.321,kWh,,ISKIE076687,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,9677.411,kWh,,ISKIE069148,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4304.081,kWh,,ISKIE076835,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5101.387,kWh,,ISKIE076753,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,532.706,kWh,,ISKIE076389,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,10698.697,kWh,,ISKIE076344,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6281.531,kWh,,ISKIE076434,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5579.899,kWh,,ISKIE076394,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3201.029,kWh,,ISKIE076666,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4023.663,kWh,,ISKIE076871,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1226.981,kWh,,ISKIE069212,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1749.983,kWh,,ISKIE068995,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5622.305,kWh,,ISKIE076693,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5289.894,kWh,,ISKIE076475,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,10470.305,kWh,,ISKIE076456,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3800.646,kWh,,ISKIE076692,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4685.936,kWh,,ISKIE076380,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2039.887,kWh,,ISKIE076880,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,12136.036,kWh,,ISKIE076825,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1456.081,kWh,,ISKIE076562,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4251.006,kWh,,ISKIE076418,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1736.35,kWh,,ISKIE069209,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4944.143,kWh,,ISKIE068994,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,612.924,kWh,,ISKIE076697,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2115.792,kWh,,ISKIE076372,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5560.997,kWh,,ISKIE076580,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4810.283,kWh,,ISKIE076690,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7183.55,kWh,,ISKIE076712,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,12841.17,kWh,,ISKIE076823,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,376.784,kWh,,ISKIE076866,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5366.02,kWh,,ISKIE076837,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5967.656,kWh,,ISKIE076481,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7568.19,kWh,,ISKIE069111,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6544.577,kWh,,ISKIE076433,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8695.878,kWh,,ISKIE076347,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4861.394,kWh,,ISKIE076393,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8928.84,kWh,,ISKIE076667,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,14300.247,kWh,,ISKIE076868,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8270.995,kWh,,ISKIE069211,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,180.561,kWh,,ISKIE068997,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8703.575,kWh,,ISKIE076553,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7594.241,kWh,,ISKIE076477,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6304.502,kWh,,ISKIE076541,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7273.366,kWh,,ISKIE076744,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7187.733,kWh,,ISKIE076879,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3580.199,kWh,,ISKIE076826,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6901.301,kWh,,ISKIE076560,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3842.718,kWh,,ISKIE069162,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2914.461,kWh,,ISKIE076801,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4692.914,kWh,,ISKIE076780,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5477.497,kWh,,ISKIE076516,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8013.596,kWh,,ISKIE076423,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,10937.001,kWh,,ISKIE076686,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3856.028,kWh,,ISKIE076623,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6625.032,kWh,,ISKIE076480,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1330.56,kWh,,ISKIE069108,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4127.753,kWh,,ISKIE076664,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,382.073,kWh,,ISKIE069152,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8415.315,kWh,,ISKIE076869,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1913.641,kWh,,ISKIE069115,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4483.72,kWh,,ISKIE076668,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8409.148,kWh,,ISKIE076388,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4082.346,kWh,,ISKIE076421,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,122.07,kWh,,ISKIE069109,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6435.127,kWh,,ISKIE076742,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1439.807,kWh,,ISKIE076524,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,974.575,kWh,,ISKIE069226,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,14633.511,kWh,,ISKIE076834,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7897.921,kWh,,ISKIE076437,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6246.72,kWh,,ISKIE076544,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2967.823,kWh,,ISKIE076682,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3867.669,kWh,,ISKIE076468,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7039.316,kWh,,ISKIE076467,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,11111.405,kWh,,ISKIE068996,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5914.188,kWh,,ISKIE076694,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7994.967,kWh,,ISKIE076474,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4622.215,kWh,,ISKIE076646,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6899.97,kWh,,ISKIE076555,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8400.006,kWh,,ISKIE076482,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6284.393,kWh,,ISKIE076512,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5076.135,kWh,,ISKIE076747,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5132.365,kWh,,ISKIE076484,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7712.015,kWh,,ISKIE076404,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5077.166,kWh,,ISKIE076642,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8414.071,kWh,,ISKIE076586,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3908.192,kWh,,ISKIE076799,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6225.87,kWh,,ISKIE076743,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,1874.964,kWh,,ISKIE076517,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8149.787,kWh,,ISKIE076776,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,10541.749,kWh,,ISKIE076728,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4545.76,kWh,,ISKIE076508,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6096.497,kWh,,ISKIE076435,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5208.241,kWh,,ISKIE076472,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4900.485,kWh,,ISKIE076665,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,286.194,kWh,,ISKIE069150,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4055.556,kWh,,ISKIE076551,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5896.196,kWh,,ISKIE076415,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6007.302,kWh,,ISKIE076476,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2749.188,kWh,,ISKIE076647,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5015.265,kWh,,ISKIE076554,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4506.351,kWh,,ISKIE076479,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7930.706,kWh,,ISKIE076346,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5657.234,kWh,,ISKIE076584,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,13587.8,kWh,,ISKIE076827,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6340.696,kWh,,ISKIE076561,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5179.497,kWh,,ISKIE076585,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8779.845,kWh,,ISKIE076802,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2393.185,kWh,,ISKIE076833,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,10921.664,kWh,,ISKIE076774,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2743.193,kWh,,ISKIE076755,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,8214.767,kWh,,ISKIE076578,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,3906.65,kWh,,ISKIE076452,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,13978.877,kWh,,ISKIE076681,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,4239.338,kWh,,ISKIE076469,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,11514.34,kWh,,ISKIE076698,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,7754.229,kWh,,ISKIE076465,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,2002.504,kWh,,ISKIE069159,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,5511.713,kWh,,ISKIE076549,1-0:98.1.0*255,Koderma TPS Domestic
1-0:1.8.0*255,6003.92,kWh,,ISKIE076450,1-0:98.1.0*255,Koderma TPS Domestic
