id,inventoryState,lastConnection,groupName
ISKIE077191,installed,1728700647,Panchet Domestic
ISKIE077119,installed,1728700647,Panchet Domestic
ISKIE070819,installed,1728700648,Panchet Domestic
ISKIE070821,installed,1706568147,Panchet Domestic
ISKIE077189,installed,1728700650,Panchet Domestic
ISKIE077192,installed,1728700651,Panchet Domestic
ISKIE077121,installed,1728700651,Panchet Commercial
ISKIE077118,installed,1728700652,Panchet Commercial
ISKIE077120,installed,1697741073,Panchet Commercial
ISKIE076974,installed,1711053802,Panchet Domestic
ISKIE076975,installed,1728691228,Panchet Domestic
ISKIE070856,installed,1728700657,Panchet Domestic
ISKIE077148,installed,1728700657,Panchet Commercial
ISKIE077157,installed,1728700658,Panchet Domestic
ISKIE077162,installed,1728700659,Panchet Domestic
ISKIE077170,installed,1728700661,Panchet Domestic
ISKIE077171,installed,1699448723,Panchet Domestic
ISKIE077154,installed,1728700662,Panchet Domestic
ISKIE077153,installed,1728700663,Panchet Domestic
ISKIE076906,installed,1728700664,Panchet Domestic
ISKIE070820,installed,1728700715,Panchet Domestic
ISKIE076907,installed,1728700665,Panchet Domestic
ISKIE077160,installed,1728700666,Panchet Domestic
ISKIE077044,installed,1726215917,Panchet Domestic
ISKIE077046,installed,1728700667,Panchet Domestic
ISKIE077045,installed,1728700668,Panchet Domestic
ISKIE077047,installed,1728700669,Panchet Domestic
ISKIE077265,installed,1728700670,Panchet Commercial
ISKIE077197,installed,1728700670,Panchet Domestic
ISKIE070815,installed,,Panchet Domestic
ISKIE070782,installed,1728700672,Panchet Domestic
ISKIE077190,installed,1728700673,Panchet Domestic
ISKIE077168,installed,1728700717,Panchet Domestic
ISKIE070826,installed,1728700674,Panchet Domestic
ISKIE077122,installed,,Panchet Commercial
ISKIE077263,installed,1728700676,Panchet Domestic
ISKIE077267,installed,1728700677,Panchet Domestic
ISKIE077266,installed,1728700678,Panchet Domestic
ISKIE077055,installed,1728700679,Panchet Domestic
ISKIE076910,installed,1728688557,Panchet Domestic
ISKIE076980,installed,1728700680,Panchet Domestic
ISKIE076981,installed,1728285192,Panchet Domestic
ISKIE076982,installed,1728700682,Panchet Domestic
ISKIE076909,installed,1728700683,Panchet Domestic
ISKIE076978,installed,1728700683,Panchet Domestic
ISKIE076908,installed,1728700685,Panchet Domestic
ISKIE076925,installed,1728686265,Panchet Domestic
ISKIE076914,uninstalled,1705660491,Panchet Domestic
ISKIE076979,installed,1728484980,Panchet Domestic
ISKIE076893,installed,1728700721,Panchet Domestic
ISKIE076895,installed,1704660227,Panchet Domestic
ISKIE076894,installed,1728700721,Panchet Domestic
ISKIE076896,installed,1728700722,Panchet Domestic
ISKIE076977,installed,1701671742,Panchet Domestic
ISKIE076904,installed,1701672298,Panchet Domestic
ISKIE077057,installed,1728698196,Panchet Domestic
ISKIE077053,installed,1728699024,Panchet Domestic
ISKIE077043,installed,1728698280,Panchet Domestic
ISKIE076965,installed,1728285195,Panchet Domestic
ISKIE077054,installed,,Panchet Domestic
ISKIE077169,installed,1728698304,Panchet Domestic
ISKIE070781,installed,1728698308,Panchet Domestic
ISKIE070854,installed,1728698326,Panchet Domestic
ISKIE070818,installed,1728698330,Panchet Domestic
ISKIE077156,installed,1728698348,Panchet Domestic
ISKIE077159,installed,1722868974,Panchet Domestic
ISKIE077161,installed,1696412821,Panchet Domestic
ISKIE077203,installed,1728700773,Panchet Commercial
ISKIE077204,installed,1728700773,Panchet Commercial
ISKIE076995,installed,1728700773,Panchet Commercial
ISKIE077207,installed,1728700774,Panchet Commercial
ISKIE077140,installed,1698748705,Panchet Domestic
ISKIE077097,installed,1728700832,Panchet Commercial
ISKIE077145,installed,1728695441,Panchet Commercial
ISKIE077151,installed,1728700840,Panchet Commercial
ISKIE077210,uninstalled,1708684737,Panchet Commercial
ISKIE076976,installed,1728700848,Panchet Commercial
ISKIE077135,installed,1728285198,Panchet Commercial
ISKIE077133,installed,1728657964,Panchet Commercial
ISKIE077134,installed,1728700933,Panchet Commercial
ISKIE077138,installed,1728689841,Panchet Commercial
ISKIE077141,installed,1697366459,Panchet Commercial
ISKIE077139,installed,1728700998,Panchet Commercial
ISKIE077011,installed,1728701329,Panchet Commercial
ISKIE077143,installed,1728701377,Panchet Commercial
ISKIE077150,installed,1728701381,Panchet Commercial
ISKIE077149,installed,1728701384,Panchet Commercial
ISKIE077152,installed,1728701388,Panchet Commercial
ISKIE077008,installed,1728701392,Panchet Commercial
ISKIE077208,installed,1728701440,Panchet Commercial
ISKIE077220,installed,1728701443,Panchet Commercial
ISKIE077218,installed,1728701473,Panchet Commercial
ISKIE077209,installed,1706568872,Panchet Commercial
ISKIE077205,installed,1728701480,Panchet Commercial
ISKIE076962,installed,1728701481,Panchet Commercial
ISKIE077095,installed,,Panchet Commercial
ISKIE077144,installed,1701973833,Panchet Commercial
ISKIE076903,installed,1728701617,Panchet Commercial
ISKIE077012,installed,1728701621,Panchet Commercial
ISKIE077009,installed,1728705462,Panchet Commercial
ISKIE077096,installed,1728687334,Panchet Commercial
ISKIE077222,installed,1728701721,Panchet Commercial
ISKIE077136,installed,1704925649,Panchet Commercial
ISKIE077093,installed,1728701768,Panchet Commercial
ISKIE077147,installed,1728701800,Panchet Commercial
ISKIE077206,installed,1728701804,Panchet Commercial
ISKIE077142,installed,1728285199,Panchet Commercial
ISKIE077193,installed,1702045690,Panchet Commercial
ISKIE077212,installed,1728701856,Panchet Commercial
ISKIE077137,installed,1722869161,Panchet Commercial
ISKIE077146,installed,1728688823,Panchet Commercial
ISKIE077010,installed,1728426930,Panchet Commercial
ISKIE077194,installed,1728701991,Panchet Commercial
ISKIE077211,installed,1728704494,Panchet Commercial
ISKIE077094,installed,1728704494,Panchet Commercial
ISKIE077219,installed,1728704495,Panchet Commercial
ISKIE077038,installed,1728704496,Panchet Commercial
ISKIE077236,installed,1720708372,Panchet Commercial
ISKIE077259,installed,1728704496,Panchet Commercial
ISKIE077059,installed,1728704497,Panchet Commercial
ISKIE077062,installed,1728704497,Panchet Commercial
ISKIE077061,installed,1728704497,Panchet Commercial
ISKIE077060,installed,1728685980,Panchet Commercial
ISKIE077248,installed,1722872313,Panchet Commercial
ISKIE077064,installed,1728698423,Panchet Commercial
ISKIE076889,installed,1728285202,Panchet Commercial
ISKIE076890,installed,1728698431,Panchet Commercial
ISKIE076888,installed,1728704498,Panchet Commercial
ISKIE077250,installed,1722853825,Panchet Commercial
