registerId,value,unit,measuredAt,device,profile,groupName
1-0:9.8.0*255,1672.063,kVAh,,ISKIE074243,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2768.228,kVAh,,ISKIE074608,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,5274.449,kVAh,,ISKIE074262,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,5201.794,kVAh,,ISKIE074459,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,7286.234,kVAh,,ISKIE074468,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,10503.647,kVAh,,ISKIE074354,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2971.552,kVAh,,ISKIE074247,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,4693.561,kVAh,,ISKIE074543,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,7024.295,kVAh,,ISKIE074286,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,4552.239,kVAh,,ISKIE074549,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2077.179,kVAh,,ISKIE074278,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2033.164,kVAh,,ISKIE074612,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3.595,kVAh,,ISKIE074388,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1009.145,kVAh,,ISKIE074283,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1706.391,kVAh,,ISKIE074285,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,6657.925,kVAh,,ISKIE074369,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,5083.718,kVAh,,ISKIE074445,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,126.9,kVAh,,ISKIE074289,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,7924.756,kVAh,,ISKIE074588,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,7299.946,kVAh,,ISKIE074523,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,5650.569,kVAh,,ISKIE074391,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,5129.26,kVAh,,ISKIE074441,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,39.154,kVAh,,ISKIE074440,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,4395.215,kVAh,,ISKIE074291,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3841.012,kVAh,,ISKIE074592,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2406.42,kVAh,,ISKIE074290,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3463.286,kVAh,,ISKIE074292,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3046.226,kVAh,,ISKIE074366,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3584.132,kVAh,,ISKIE074365,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2277.666,kVAh,,ISKIE074363,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2634.009,kVAh,,ISKIE074204,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2704.261,kVAh,,ISKIE074225,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,5556.839,kVAh,,ISKIE074207,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3053.311,kVAh,,ISKIE074367,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,5159.649,kVAh,,ISKIE074203,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2576.146,kVAh,,ISKIE074332,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3572.723,kVAh,,ISKIE074503,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1984.681,kVAh,,ISKIE074151,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2147.337,kVAh,,ISKIE074507,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,6268.682,kVAh,,ISKIE074504,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,2102.431,kVAh,,ISKIE074389,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3330.102,kVAh,,ISKIE074200,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,6128.682,kVAh,,ISKIE074331,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,8978.911,kVAh,,ISKIE074201,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3923.483,kVAh,,ISKIE074202,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,11382.765,kVAh,,ISKIE074328,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,767.895,kVAh,,ISKIE074329,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1485.841,kVAh,,ISKIE074392,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,101.057,kVAh,,ISKIE074198,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,581.979,kVAh,,ISKIE074438,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1066.093,kVAh,,ISKIE074152,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,373.695,kVAh,,ISKIE074199,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,4346.571,kVAh,,ISKIE074359,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,4604.645,kVAh,,ISKIE074480,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3612.123,kVAh,,ISKIE074572,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1115.159,kVAh,,ISKIE074251,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,919.9,kVAh,,ISKIE074233,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,57.453,kVAh,,ISKIE074236,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,7.864,kVAh,,ISKIE074457,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1943.091,kVAh,,ISKIE074235,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,3370.241,kVAh,,ISKIE074453,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,254.55,kVAh,,ISKIE074351,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,8284.785,kVAh,,ISKIE074455,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,1826.611,kVAh,,ISKIE074349,1-0:98.1.0*255,Raghunathpur TPS Domestic
1-0:9.8.0*255,137.16,kVAh,,ISKIE074538,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,867.512,kVAh,,ISKIE074555,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,545.234,kVAh,,ISKIE074304,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,1796.379,kVAh,,ISKIE074496,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,21.0,kVAh,,ISKIE074493,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,172.222,kVAh,,ISKIE074494,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,1343.659,kVAh,,ISKIE074541,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,287.857,kVAh,,ISKIE074553,1-0:98.1.0*255,Raghunathpur TPS Commercial
1-0:9.8.0*255,8123.398,kVAh,,ISKIE074650,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,256.122,kVAh,,ISKIE074668,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3614.278,kVAh,,ISKIE074669,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1668.481,kVAh,,ISKIE074643,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,28.973,kVAh,,ISKIE074653,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4194.602,kVAh,,ISKIE074660,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2583.827,kVAh,,ISKIE074672,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,12295.084,kVAh,,ISKIE074655,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4587.59,kVAh,,ISKIE074652,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1799.348,kVAh,,ISKIE074654,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5987.885,kVAh,,ISKIE074671,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3617.275,kVAh,,ISKIE074670,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2600.243,kVAh,,ISKIE070585,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5941.641,kVAh,,ISKIE070587,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4980.185,kVAh,,ISKIE070483,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,17067.036,kVAh,,ISKIE074657,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,727.038,kVAh,,ISKIE074628,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9145.783,kVAh,,ISKIE074631,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3845.82,kVAh,,ISKIE074646,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,805.469,kVAh,,ISKIE074647,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3214.807,kVAh,,ISKIE074630,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3217.672,kVAh,,ISKIE074662,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3171.041,kVAh,,ISKIE074658,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3612.163,kVAh,,ISKIE070600,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7362.952,kVAh,,ISKIE070529,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,29.465,kVAh,,ISKIE070640,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9659.337,kVAh,,ISKIE070666,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4104.686,kVAh,,ISKIE070664,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3719.743,kVAh,,ISKIE070667,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5814.88,kVAh,,ISKIE070528,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3543.668,kVAh,,ISKIE074700,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4687.735,kVAh,,ISKIE074721,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4952.42,kVAh,,ISKIE070538,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8451.556,kVAh,,ISKIE070544,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8925.755,kVAh,,ISKIE070662,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5292.19,kVAh,,ISKIE070476,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6273.595,kVAh,,ISKIE070540,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8822.526,kVAh,,ISKIE070542,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,10400.192,kVAh,,ISKIE068069,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8267.144,kVAh,,ISKIE070541,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,10421.056,kVAh,,ISKIE070674,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8024.42,kVAh,,ISKIE070676,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,10466.423,kVAh,,ISKIE070503,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4632.136,kVAh,,ISKIE070440,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7829.775,kVAh,,ISKIE070501,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,13390.194,kVAh,,ISKIE070444,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4498.723,kVAh,,ISKIE070464,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,19183.674,kVAh,,ISKIE070513,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5643.586,kVAh,,ISKIE068067,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5977.439,kVAh,,ISKIE070629,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7875.119,kVAh,,ISKIE068066,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4659.236,kVAh,,ISKIE070605,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7747.33,kVAh,,ISKIE070604,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7882.495,kVAh,,ISKIE070553,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2147.7,kVAh,,ISKIE070556,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5639.604,kVAh,,ISKIE070571,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6694.128,kVAh,,ISKIE070447,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5989.884,kVAh,,ISKIE070443,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8529.046,kVAh,,ISKIE074644,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5097.822,kVAh,,ISKIE070596,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6368.277,kVAh,,ISKIE070655,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,968.525,kVAh,,ISKIE070485,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,941.755,kVAh,,ISKIE070532,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9069.962,kVAh,,ISKIE070625,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2200.215,kVAh,,ISKIE070624,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,72.765,kVAh,,ISKIE070462,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5889.289,kVAh,,ISKIE074708,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,14701.134,kVAh,,ISKIE074722,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8727.24,kVAh,,ISKIE074677,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,11528.525,kVAh,,ISKIE074675,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9127.645,kVAh,,ISKIE074625,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5538.205,kVAh,,ISKIE074711,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8106.514,kVAh,,ISKIE074626,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2879.985,kVAh,,ISKIE074712,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7196.09,kVAh,,ISKIE074718,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7588.732,kVAh,,ISKIE074720,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5798.399,kVAh,,ISKIE074627,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2850.231,kVAh,,ISKIE070584,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2628.85,kVAh,,ISKIE070583,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3878.292,kVAh,,ISKIE070484,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,164.54,kVAh,,ISKIE074725,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1558.394,kVAh,,ISKIE074726,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3071.929,kVAh,,ISKIE070654,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3333.737,kVAh,,ISKIE074659,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1437.407,kVAh,,ISKIE074648,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2396.576,kVAh,,ISKIE074724,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5073.956,kVAh,,ISKIE070653,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5232.703,kVAh,,ISKIE074699,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2830.459,kVAh,,ISKIE070601,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5961.014,kVAh,,ISKIE070469,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6204.983,kVAh,,ISKIE070466,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5938.833,kVAh,,ISKIE070598,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,38.845,kVAh,,ISKIE070638,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6253.405,kVAh,,ISKIE070665,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,44.461,kVAh,,ISKIE070531,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3461.03,kVAh,,ISKIE070530,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3491.522,kVAh,,ISKIE070599,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1966.902,kVAh,,ISKIE070639,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,429.429,kVAh,,ISKIE074624,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9528.224,kVAh,,ISKIE074710,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7531.635,kVAh,,ISKIE070543,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,36.148,kVAh,,ISKIE070539,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5832.458,kVAh,,ISKIE070512,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2951.563,kVAh,,ISKIE070482,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4130.7,kVAh,,ISKIE070474,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,10320.974,kVAh,,ISKIE070490,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3347.367,kVAh,,ISKIE070557,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4742.897,kVAh,,ISKIE070554,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9944.386,kVAh,,ISKIE068068,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,12414.263,kVAh,,ISKIE070546,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2945.227,kVAh,,ISKIE070436,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7358.901,kVAh,,ISKIE070479,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,11178.506,kVAh,,ISKIE070478,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,3803.42,kVAh,,ISKIE074715,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6813.969,kVAh,,ISKIE070694,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,646.472,kVAh,,ISKIE070463,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,10753.394,kVAh,,ISKIE070433,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6154.238,kVAh,,ISKIE068064,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6040.478,kVAh,,ISKIE070630,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1219.867,kVAh,,ISKIE068063,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7914.489,kVAh,,ISKIE068072,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7487.376,kVAh,,ISKIE070607,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5017.274,kVAh,,ISKIE070523,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,11720.559,kVAh,,ISKIE070603,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2084.102,kVAh,,ISKIE070632,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6247.591,kVAh,,ISKIE070606,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4702.321,kVAh,,ISKIE068065,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7492.499,kVAh,,ISKIE070677,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8642.763,kVAh,,ISKIE070570,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2892.666,kVAh,,ISKIE074649,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7253.617,kVAh,,ISKIE074639,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5226.27,kVAh,,ISKIE070594,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4358.35,kVAh,,ISKIE070593,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4449.109,kVAh,,ISKIE070656,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1742.859,kVAh,,ISKIE070586,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2121.753,kVAh,,ISKIE070487,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1993.05,kVAh,,ISKIE070486,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1027.89,kVAh,,ISKIE074723,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4056.674,kVAh,,ISKIE070458,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,788.649,kVAh,,ISKIE070627,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7203.788,kVAh,,ISKIE074667,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6961.583,kVAh,,ISKIE074701,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8170.789,kVAh,,ISKIE074673,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4000.835,kVAh,,ISKIE074698,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,919.664,kVAh,,ISKIE074638,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,5219.005,kVAh,,ISKIE074642,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4390.799,kVAh,,ISKIE074702,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6337.188,kVAh,,ISKIE074676,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,7142.757,kVAh,,ISKIE074719,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,699.11,kVAh,,ISKIE070623,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4246.996,kVAh,,ISKIE070459,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1739.711,kVAh,,ISKIE074727,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1657.907,kVAh,,ISKIE070626,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2585.436,kVAh,,ISKIE070460,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4209.311,kVAh,,ISKIE070595,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,8795.421,kVAh,,ISKIE074632,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,913.347,kVAh,,ISKIE070657,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,4955.487,kVAh,,ISKIE070461,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,2557.758,kVAh,,ISKIE070597,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,205.573,kVAh,,ISKIE070602,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,13490.876,kVAh,,ISKIE074640,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,1597.373,kVAh,,ISKIE070663,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9621.876,kVAh,,ISKIE074694,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,10001.613,kVAh,,ISKIE074696,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,9599.149,kVAh,,ISKIE074697,1-0:98.1.0*255,Durgapur Steel TPS Domestic
1-0:9.8.0*255,6219.847,kVAh,,ISKIE074695,1-0:98.1.0*255,Durgapur Steel TPS Domestic
